Citi_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Powell River,CA,49.8496,-124.5361,39.2,100,40,2.3,mist
346,Aranos,NA,-24.1333,19.1167,70.84,17,73,10.85,broken clouds
347,Luderitz,NA,-26.6481,15.1594,57.6,64,42,13.47,scattered clouds
348,Trat,TH,12.5,102.5,88.83,74,99,5.59,overcast clouds
349,Arrifes,PT,37.7667,-25.7,57.24,97,14,4.03,few clouds
350,Lingao,CN,19.9103,109.6859,81.55,72,2,10.29,clear sky
351,Kushima,JP,31.4583,131.2333,61.74,95,100,8.99,overcast clouds
352,Hovd,MN,48.0056,91.6419,19.94,32,27,6.02,scattered clouds
353,Harper,LR,4.375,-7.7169,77.31,83,34,5.99,light rain
354,Itamaraca,BR,-7.7478,-34.8256,80.65,84,47,6.93,scattered clouds
355,Te Anau,NZ,-45.4167,167.7167,61.02,73,99,3.74,overcast clouds
356,Cherskiy,RU,68.75,161.3,-26.99,100,100,5.19,overcast clouds
357,Khorramshahr,IR,30.4397,48.1664,66.15,94,100,0.0,mist
358,Talnakh,RU,69.4865,88.3972,1.2,95,100,26.57,light snow
359,San Miguel,SV,13.4833,-88.1833,73.89,90,25,2.06,scattered clouds
360,Rio Muerto,MX,27.4167,-110.2333,67.01,63,0,10.27,clear sky
361,Ilulissat,GL,69.2167,-51.1,10.78,93,100,4.94,overcast clouds
362,Merauke,ID,-8.4667,140.3333,86.54,69,95,1.34,overcast clouds
363,Hay River,CA,60.8156,-115.7999,17.58,67,40,10.36,scattered clouds
364,Linjiang,CN,41.8069,126.9078,45.3,60,37,1.3,scattered clouds
365,Bell Ville,AR,-32.6259,-62.6887,78.67,25,0,12.26,clear sky
366,Maniitsoq,GL,65.4167,-52.9,24.4,66,100,3.13,overcast clouds
367,Puerto Narino,CO,-3.7703,-70.3831,72.01,99,59,2.37,broken clouds
368,Norden,DE,53.6,7.2,41.95,97,100,1.01,overcast clouds
369,Derzhavinsk,KZ,51.1,66.3167,16.27,95,100,7.14,overcast clouds
370,Macau,MO,22.2006,113.5461,83.86,78,0,4.61,clear sky
371,Husavik,IS,66.0449,-17.3389,43.63,82,100,12.33,overcast clouds
372,Gornopravdinsk,RU,60.05,69.9,-1.14,84,44,9.93,scattered clouds
373,Shache,CN,38.4167,77.2406,40.73,20,39,2.17,scattered clouds
374,Villa Rica,US,33.7321,-84.9191,34.95,79,0,6.58,clear sky
375,Green River,US,41.5286,-109.4662,18.99,64,100,13.0,overcast clouds
376,Galesong,ID,-5.3166,119.3661,75.22,83,100,7.29,moderate rain
377,Bambous Virieux,MU,-20.3428,57.7575,73.22,88,20,6.91,few clouds
378,Hofn,IS,64.2539,-15.2082,45.59,95,100,12.64,overcast clouds
379,Kieta,PG,-6.2167,155.6333,81.84,79,98,3.29,moderate rain
380,Kloulklubed,PW,7.0419,134.2556,77.5,81,96,12.21,overcast clouds
381,Walvis Bay,NA,-22.9575,14.5053,59.09,88,99,8.05,overcast clouds
382,Klaksvik,FO,62.2266,-6.589,47.32,83,90,36.31,light rain
383,Katherine,AU,-14.4667,132.2667,95.32,36,19,2.3,few clouds
384,Callaway,US,30.153,-85.5699,48.99,61,91,3.0,overcast clouds
385,Saint-Pierre,RE,-21.3393,55.4781,73.9,56,0,6.91,clear sky
386,Tignere,CM,7.3667,12.65,63.54,43,93,0.92,overcast clouds
387,Bend,US,44.0582,-121.3153,25.27,94,100,5.01,mist
388,Kefamenanu,ID,-9.4467,124.4781,91.81,40,36,2.75,scattered clouds
389,Kretinga,LT,55.8758,21.2508,31.75,64,100,11.5,overcast clouds
390,Noshiro,JP,40.2039,140.0242,43.63,54,86,7.0,overcast clouds
391,Manta,EC,-0.95,-80.7333,71.38,78,75,8.05,broken clouds
392,La Ronge,CA,55.1001,-105.2842,10.65,67,75,10.36,broken clouds
393,Veere,NL,51.5483,3.6667,48.99,92,75,17.27,broken clouds
394,Nazas,MX,25.2333,-104.1333,53.47,58,3,4.36,clear sky
395,Novokruchininskiy,RU,51.7833,113.7667,22.73,77,100,4.09,overcast clouds
396,Gannan,CN,47.9147,123.5031,40.62,42,0,10.22,clear sky
397,Lhokseumawe,ID,5.1801,97.1507,82.18,76,100,1.03,overcast clouds
398,Hambantota,LK,6.1241,81.1185,73.74,100,40,4.61,scattered clouds
399,Eyl,SO,7.9803,49.8164,74.05,79,0,10.0,clear sky
400,Roma,US,43.2128,-75.4557,33.82,89,100,4.61,overcast clouds
401,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,93,9.22,fog
402,Kununurra,AU,-15.7667,128.7333,96.78,41,26,9.22,scattered clouds
403,Sumter,US,28.7086,-82.0831,56.08,72,5,6.6,clear sky
404,Ambulu,ID,-8.345,113.6058,78.26,87,100,1.19,overcast clouds
405,Rioja,AR,-29.4111,-66.8507,84.76,31,0,2.98,clear sky
406,Kedrovyy,RU,56.1667,91.8167,10.87,91,100,4.05,overcast clouds
407,Azpeitia,ES,43.1825,-2.2669,52.18,94,62,4.0,broken clouds
408,Chumikan,RU,54.7183,135.315,23.23,78,98,11.59,overcast clouds
409,Odweyne,SO,9.4092,45.064,64.36,43,0,2.39,clear sky
410,Palmerston North,NZ,-40.35,175.6167,70.77,83,95,1.01,moderate rain
411,Yuxia,CN,34.0615,108.6291,52.41,67,100,4.32,overcast clouds
412,Khandagayty,RU,50.7333,92.05,16.34,83,100,5.7,overcast clouds
413,Marathon,US,44.9,-89.7668,21.15,87,100,13.8,overcast clouds
414,Ixtapa,MX,20.7,-105.2,76.23,81,1,2.1,clear sky
415,Grafton,US,42.207,-71.6856,35.33,60,7,4.0,clear sky
416,Ruteng,ID,-8.6136,120.4721,73.51,75,100,0.81,overcast clouds
417,Katangli,RU,51.7102,143.2326,28.33,72,33,6.26,scattered clouds
418,Walla Walla,US,46.0646,-118.343,33.49,91,3,3.42,clear sky
419,Polunochnoye,RU,60.8697,60.4153,-7.01,93,59,3.76,broken clouds
420,Lompoc,US,34.6391,-120.4579,54.79,79,85,1.01,overcast clouds
421,Pierre,US,44.3683,-100.351,14.86,75,40,28.01,scattered clouds
422,Xichang,CN,27.8964,102.2634,57.33,52,0,2.42,clear sky
423,Lorengau,PG,-2.0226,147.2712,85.86,64,98,6.31,overcast clouds
424,Palu,ID,-0.8917,119.8707,89.64,58,99,2.89,overcast clouds
425,Mokrous,RU,51.2333,47.5167,38.12,97,100,14.07,overcast clouds
426,Winnemucca,US,40.973,-117.7357,38.82,40,100,4.34,overcast clouds
427,Erenhot,CN,43.6475,111.9767,41.97,34,100,8.55,overcast clouds
428,Aginskoye,RU,51.1,114.53,25.75,83,100,2.35,overcast clouds
429,Price,US,39.5994,-110.8107,31.12,61,100,3.27,overcast clouds
430,Port Hueneme,US,34.1478,-119.1951,63.27,77,90,5.95,overcast clouds
431,Mezen,RU,65.8522,44.24,33.71,94,100,4.9,overcast clouds
432,Okhotsk,RU,59.3833,143.3,-0.06,69,10,12.57,clear sky
433,Russell,US,32.3502,-85.1999,42.08,58,1,5.57,clear sky
434,Mahebourg,MU,-20.4081,57.7,73.26,88,20,6.91,few clouds
435,Xiongzhou,CN,25.1167,114.3,77.5,66,14,2.24,few clouds
436,Dhidhdhoo,MV,6.8833,73.1,82.08,73,23,7.56,few clouds
437,Luau,AO,-10.7073,22.2247,62.58,99,98,1.95,light rain
438,Benguela,AO,-12.5763,13.4055,74.05,81,100,6.49,light rain
439,Iracoubo,GF,5.4802,-53.2011,79.21,81,99,11.01,overcast clouds
440,Kikwit,CD,-5.041,18.8162,68.76,99,100,2.89,overcast clouds
441,Mildura,AU,-34.2,142.15,77.07,42,86,11.27,overcast clouds
442,Abha,SA,18.2164,42.5053,53.85,62,0,0.0,clear sky
443,Chuy,UY,-33.6971,-53.4616,63.46,66,62,3.31,broken clouds
444,Barra Patuca,HN,15.8,-84.2833,78.44,87,100,10.65,light rain
445,Sisimiut,GL,66.9395,-53.6735,18.27,89,100,10.98,overcast clouds
446,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.96,81,37,10.87,scattered clouds
447,Tocopilla,CL,-22.092,-70.1979,63.91,79,4,0.72,clear sky
448,Miandrivazo,MG,-19.5167,45.4667,76.84,80,7,0.56,clear sky
449,Dunedin,NZ,-45.8742,170.5036,55.8,82,94,1.99,light rain
450,Lakatoro,VU,-16.0999,167.4164,85.51,66,16,7.56,few clouds
451,Leeuwarden,NL,53.2014,5.8086,46.98,97,100,13.8,mist
452,Port Keats,AU,-14.25,129.55,88.07,64,28,8.34,scattered clouds
453,Erdenet,MN,49.0333,104.0833,19.02,63,100,15.28,overcast clouds
454,Dingle,PH,10.9995,122.6711,77.94,93,100,10.02,moderate rain
455,Kholmy,UA,51.871,32.6006,22.39,85,31,7.23,scattered clouds
456,Ambovombe,MG,-25.1667,46.0833,71.91,81,95,3.11,overcast clouds
457,Ensley,US,30.5188,-87.2728,46.53,56,29,3.0,scattered clouds
458,Paoua,CF,7.2427,16.4406,67.82,49,91,3.02,overcast clouds
459,Saldanha,ZA,-33.0117,17.9442,51.85,72,78,14.38,broken clouds
460,Escanaba,US,45.7453,-87.0646,27.97,92,100,1.01,overcast clouds
461,Zhangye,CN,38.9342,100.4517,42.21,24,56,4.18,broken clouds
462,Sanok,PL,49.5557,22.2056,32.43,100,99,2.71,overcast clouds
463,Radenci,SI,46.642,16.0378,48.69,97,89,2.13,overcast clouds
464,Buraydah,SA,26.326,43.975,64.85,88,100,14.65,overcast clouds
465,Vila Velha,BR,-20.3297,-40.2925,73.35,79,40,14.97,scattered clouds
466,Dingzhou,CN,38.5131,114.9956,48.31,49,100,8.86,overcast clouds
467,Acarau,BR,-2.8856,-40.12,78.84,79,25,12.59,scattered clouds
468,Nara,JP,34.6851,135.8049,61.97,38,0,3.71,clear sky
469,Fairbanks,US,64.8378,-147.7164,15.6,87,0,0.0,clear sky
470,Zhangjiakou,CN,40.81,114.8794,44.22,42,100,6.4,overcast clouds
471,Lugovoy,KZ,42.9472,72.7644,33.82,72,100,4.88,overcast clouds
472,Catalina,US,32.5056,-110.9211,57.52,31,98,4.0,overcast clouds
473,Sobolevo,RU,54.4299,31.8996,21.51,82,89,10.31,overcast clouds
474,Lesogorsk,RU,56.0458,99.5136,20.66,82,99,9.04,overcast clouds
475,Shakawe,BW,-18.3667,21.85,73.15,38,45,2.13,scattered clouds
476,Shimoda,JP,34.6667,138.95,62.96,64,90,9.51,overcast clouds
477,Broken Hill,AU,-31.95,141.4333,75.42,22,67,10.71,broken clouds
478,Kendari,ID,-3.945,122.4989,85.8,65,100,4.12,overcast clouds
479,Moss Vale,AU,-34.55,150.3833,58.23,36,6,2.89,clear sky
480,Ormara,PK,25.2088,64.6357,77.31,60,5,7.16,clear sky
481,Touros,BR,-5.1989,-35.4608,78.01,74,12,13.6,few clouds
482,Ermelo,ZA,-26.5333,29.9833,58.3,72,22,3.91,few clouds
483,Caravelas,BR,-17.7125,-39.2481,72.46,92,100,11.83,overcast clouds
484,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,64.6,61,71,3.11,broken clouds
485,Shenjiamen,CN,29.9576,122.298,65.8,91,100,7.74,overcast clouds
486,Gorin,RU,51.1983,136.6669,26.26,68,100,2.66,overcast clouds
487,Laizhou,CN,37.1717,119.9214,59.45,58,100,5.39,overcast clouds
488,Akividu,IN,16.6,81.3833,75.58,60,99,5.12,overcast clouds
489,Porto Novo,BJ,6.4965,2.6036,82.22,82,27,3.13,scattered clouds
490,Harnosand,SE,62.6323,17.9379,30.99,80,100,4.72,overcast clouds
491,Kattivakkam,IN,13.2167,80.3167,77.09,70,100,13.71,overcast clouds
492,Wuzhou,CN,23.4833,111.3167,83.84,53,5,4.97,clear sky
493,Rio Gallegos,AR,-51.6226,-69.2181,53.65,43,0,2.3,clear sky
494,Kilindoni,TZ,-7.9139,39.6668,78.71,78,100,8.32,overcast clouds
495,Goundam,ML,16.4145,-3.6708,72.63,14,100,8.61,overcast clouds
496,Ust-Koksa,RU,50.2696,85.6108,10.11,90,98,1.05,overcast clouds
497,Carauari,BR,-4.8828,-66.8958,71.98,99,100,2.37,overcast clouds
498,Mestia,GE,43.0458,42.7278,36.27,87,84,1.97,broken clouds
499,Sarkand,KZ,45.41,79.9186,29.28,70,100,3.0,overcast clouds
500,Zaysan,KZ,47.4667,84.8667,23.18,49,7,1.81,clear sky
501,Cooma,AU,-36.2333,149.1333,66.0,35,3,3.85,clear sky
502,Bonaventure,CA,48.0457,-65.4926,30.78,80,99,9.22,overcast clouds
503,Mirik,IN,26.8945,88.1848,56.82,68,2,0.94,clear sky
504,Jutai,BR,-5.1833,-68.9,72.86,99,91,2.33,light rain
505,Vondrozo,MG,-22.8167,47.2833,67.1,94,71,0.92,broken clouds
506,Nautla,MX,20.2167,-96.7833,60.78,90,100,14.94,overcast clouds
507,Idaho Falls,US,43.4666,-112.0341,9.14,83,73,7.09,broken clouds
508,Kastamonu,TR,41.5,33.6667,48.29,76,94,3.38,overcast clouds
509,Ostersund,SE,63.1792,14.6357,23.45,100,100,11.01,overcast clouds
510,The Valley,AI,18.217,-63.0578,81.1,73,7,20.0,clear sky
511,Dubbo,AU,-32.25,148.6167,71.73,40,75,4.61,broken clouds
512,La Serena,CL,-29.9078,-71.2542,58.51,88,0,2.3,clear sky
513,San Quintin,MX,30.4833,-115.95,61.34,45,99,6.04,overcast clouds
514,Najran,SA,17.4924,44.1277,57.85,36,0,0.63,clear sky
515,Pimentel,PE,-6.8367,-79.9342,63.39,87,71,10.02,broken clouds
516,Hinton,CA,53.4001,-117.5857,14.54,85,81,6.85,broken clouds
517,Pedernales,DO,18.0384,-71.744,78.91,74,28,1.66,light rain
518,Boa Vista,BR,2.8197,-60.6733,80.58,78,0,3.44,clear sky
519,Bansgaon,IN,26.5586,83.3481,67.42,43,0,4.27,clear sky
520,Yulara,AU,-25.2406,130.9889,86.41,40,65,23.02,broken clouds
521,Nanortalik,GL,60.1432,-45.2371,22.82,72,100,3.42,overcast clouds
522,Bassila,BJ,9.0081,1.6654,69.17,39,42,1.63,scattered clouds
523,Soc Trang,VN,9.6033,105.98,86.09,71,81,9.95,broken clouds
524,Tayoltita,MX,24.0833,-105.9333,59.41,61,1,5.23,clear sky
525,Dondo,MZ,-19.6094,34.7431,67.1,88,1,4.07,clear sky
526,Arkhangelsk,RU,64.5401,40.5433,23.11,100,100,4.47,overcast clouds
527,Guhagar,IN,17.4842,73.1929,74.26,49,0,6.64,clear sky
528,Shingu,JP,33.7333,135.9833,62.42,53,0,5.1,clear sky
529,Gejiu,CN,23.306,103.1635,59.77,76,66,4.56,broken clouds
530,Pilar,BR,-9.5972,-35.9567,71.53,93,11,3.29,few clouds
531,Sojat,IN,25.9167,73.6667,70.95,27,0,3.29,clear sky
532,Dwarka,IN,22.2394,68.9678,78.82,57,0,8.39,clear sky
533,Grand Forks,US,47.9417,-97.4337,15.73,79,100,13.8,overcast clouds
534,Belmonte,BR,-15.8631,-38.8828,73.76,91,100,1.32,heavy intensity rain
535,Shiraz,IR,29.6036,52.5388,58.44,58,75,0.0,broken clouds
536,Xocali,AZ,39.913,46.7903,48.2,52,0,6.82,clear sky
537,Innisfail,AU,-17.5333,146.0333,85.6,61,13,9.28,few clouds
538,Okato,NZ,-39.2,173.8833,64.18,99,100,10.0,light rain
539,Alice Springs,AU,-23.7,133.8833,83.75,48,75,16.11,broken clouds
540,Rabo De Peixe,PT,37.8,-25.5833,58.28,97,13,3.36,few clouds
541,Wabana,CA,47.6332,-52.9481,44.56,84,100,25.32,overcast clouds
542,Nebug,RU,44.1714,39.0036,54.79,94,100,21.97,overcast clouds
543,Tacadang,PH,16.7264,120.6405,76.73,53,65,1.92,broken clouds
544,Yilan,TW,24.757,121.753,84.06,82,79,5.86,broken clouds
545,Hirara,JP,24.8,125.2833,80.87,78,40,9.22,scattered clouds
546,Hualmay,PE,-11.0964,-77.6139,63.86,85,60,7.18,broken clouds
547,Denham Springs,US,30.4869,-90.9562,41.95,79,0,1.01,clear sky
548,Ust-Kuyga,RU,70.0167,135.6,-31.67,98,93,6.17,overcast clouds
549,Howard Springs,AU,-12.497,131.047,93.97,69,100,4.7,overcast clouds
550,Malinovoye Ozero,RU,51.6753,79.7825,17.83,79,34,3.44,scattered clouds
551,Vestmannaeyjar,IS,63.4427,-20.2734,45.28,87,100,18.48,overcast clouds
552,Hobyo,SO,5.3505,48.5268,80.51,72,99,12.8,overcast clouds
553,Wanaka,NZ,-44.7,169.15,65.07,69,100,6.06,overcast clouds
554,Korla,CN,41.7597,86.1469,38.82,33,4,3.44,clear sky
555,Kuala Terengganu,MY,5.3302,103.1408,84.97,81,100,6.13,moderate rain
556,Campoverde,PE,-8.4753,-74.8058,74.52,88,79,1.83,broken clouds
557,Saint-Georges,GD,12.0564,-61.7485,79.18,82,47,13.98,scattered clouds
558,Gobabis,NA,-22.45,18.9667,71.33,47,80,1.21,broken clouds
559,Carballo,ES,43.213,-8.691,51.51,94,94,2.57,overcast clouds
560,Khandyga,RU,62.6667,135.6,-11.11,83,99,2.13,overcast clouds
561,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,46,0,2.24,clear sky
562,Yerbogachen,RU,61.2767,108.0108,-11.63,93,22,5.39,few clouds
563,Necochea,AR,-38.5473,-58.7368,56.64,82,77,11.16,broken clouds
564,Champerico,GT,14.3,-91.9167,80.98,77,5,2.82,clear sky
565,Makakilo City,US,21.3469,-158.0858,78.44,78,91,0.74,overcast clouds
566,Padang,ID,-0.9492,100.3543,82.45,75,100,5.44,overcast clouds
567,Kang,BW,-23.6752,22.7876,74.48,45,25,9.19,scattered clouds
568,Santona,ES,43.4439,-3.4576,56.93,80,88,11.97,overcast clouds
569,Burgstadt,DE,50.9167,12.8167,43.03,91,94,2.24,overcast clouds
570,Zhicheng,CN,30.2956,111.5047,60.06,52,100,3.44,overcast clouds
571,Kalmunai,LK,7.4167,81.8167,76.78,76,100,11.41,overcast clouds
572,Atakpame,TG,7.5333,1.1333,70.3,69,67,3.22,broken clouds
573,Samarai,PG,-10.6167,150.6667,85.84,70,50,15.75,scattered clouds
574,Qinzhou,CN,21.95,108.6167,82.72,64,31,10.11,scattered clouds
575,Chumphon,TH,10.3333,98.8333,72.61,97,98,2.82,overcast clouds
576,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.21,54,66,6.24,broken clouds
577,Acapulco,MX,16.8634,-99.8901,79.0,80,59,7.94,broken clouds
578,Rapid Valley,US,44.0625,-103.1463,11.59,66,20,17.27,few clouds
579,Kuloy,RU,61.0305,42.4925,9.88,97,62,3.18,broken clouds
580,Lagoa,PT,39.05,-27.9833,60.35,56,42,6.67,scattered clouds
581,Sitka,US,57.0531,-135.33,41.27,49,9,3.89,clear sky
582,Codajas,BR,-3.8367,-62.0569,73.74,97,100,2.75,overcast clouds
583,Mayo,US,38.8876,-76.5119,39.15,61,0,16.11,clear sky
584,Liberal,US,37.0431,-100.921,29.44,64,96,14.34,overcast clouds
585,Zhezkazgan,KZ,47.8043,67.7144,17.58,86,0,13.42,clear sky
586,Chara,RU,56.9064,118.2631,14.16,78,76,1.07,broken clouds
587,Vostok,RU,46.4856,135.8833,30.51,90,100,1.52,light snow
588,Coquimbo,CL,-29.9533,-71.3436,61.59,83,2,2.44,clear sky
589,Koutiala,ML,12.3917,-5.4642,70.7,21,20,8.14,few clouds
590,Slidell,US,30.2752,-89.7812,48.99,72,31,1.99,scattered clouds
591,Rudnichnyy,RU,59.617,52.4703,6.96,95,5,2.44,clear sky
592,Pangkalanbuun,ID,-2.6833,111.6167,78.33,90,100,3.11,overcast clouds
593,Gudari,IN,19.35,83.7833,71.29,56,89,3.49,overcast clouds
594,Pasighat,IN,28.0667,95.3333,72.28,43,4,1.54,clear sky
595,Dalnerechensk,RU,45.9339,133.7225,34.68,84,78,10.04,broken clouds
596,Tonekabon,IR,36.8163,50.8738,62.46,64,0,3.8,clear sky
597,Libourne,FR,44.9167,-0.25,50.5,88,4,6.06,clear sky
598,Chapleau,CA,47.8405,-83.4034,18.05,79,100,3.47,overcast clouds
599,Kokopo,PG,-4.352,152.2633,85.86,63,90,6.6,overcast clouds
600,North Platte,US,41.1239,-100.7654,19.29,51,100,13.8,overcast clouds
601,Namatanai,PG,-3.6667,152.4333,84.97,60,33,8.7,scattered clouds
602,Eisenach,DE,50.9833,10.3167,47.39,96,84,1.79,broken clouds
603,Tamandare,BR,-8.7597,-35.1047,75.83,85,16,6.55,few clouds
604,Velingara,SN,13.15,-14.1167,74.23,25,98,4.94,overcast clouds
605,Balykshi,KZ,47.0667,51.8667,33.8,80,20,11.18,mist
606,Tazmalt,DZ,36.3868,4.3989,58.86,85,0,4.99,clear sky
607,Portland,US,45.5234,-122.6762,44.82,53,0,13.0,clear sky
608,Linxia,CN,35.6003,103.2064,39.69,55,100,1.1,overcast clouds
609,Buala,SB,-8.145,159.5921,83.62,73,83,4.25,light rain
610,Mocuba,MZ,-16.8392,36.9856,72.12,95,0,2.75,clear sky
611,Ketchikan,US,55.3422,-131.6461,35.53,80,7,3.51,clear sky
612,Bjornevatn,NO,69.6672,29.9847,33.42,100,100,4.61,overcast clouds
613,Dongsheng,CN,39.8161,109.9776,37.8,87,100,15.79,overcast clouds
614,Salta,AR,-24.7859,-65.4117,73.99,48,23,3.44,smoke
615,Iqaluit,CA,63.7506,-68.5145,4.69,77,98,11.99,overcast clouds
616,Belaya Kholunitsa,RU,58.84,50.8528,13.1,84,5,4.92,clear sky
617,Waterloo,CA,43.4668,-80.5164,29.64,86,75,19.57,broken clouds
618,Ippy,CF,6.2679,21.2247,69.51,55,99,2.42,overcast clouds
619,Wanning,CN,18.8003,110.3967,81.54,75,6,10.45,clear sky
620,Simand,RO,46.4333,21.45,45.82,80,100,7.4,overcast clouds
621,Wapakoneta,US,40.5678,-84.1936,30.67,78,100,14.97,overcast clouds
622,Tudela,ES,42.0617,-1.6045,50.9,75,100,6.33,overcast clouds
623,Olinda,BR,-8.0089,-34.8553,76.91,84,31,8.23,scattered clouds
624,Reyes,BO,-14.3167,-67.3833,78.26,57,100,0.81,overcast clouds
625,Dezful,IR,32.3811,48.4058,62.55,83,0,3.04,clear sky
626,Kiunga,PG,-6.1219,141.2906,90.37,54,99,3.69,overcast clouds
627,Zaraza,VE,9.3503,-65.3245,72.28,97,100,3.47,overcast clouds
628,Dumka,IN,24.2667,87.25,71.82,52,1,9.66,clear sky
629,Nishihara,JP,26.1842,127.7558,79.88,83,20,5.75,few clouds
630,Pedro Ii,BR,-4.4247,-41.4586,73.54,77,66,4.59,broken clouds
631,Sur,OM,22.5667,59.5289,74.48,67,2,6.89,clear sky
632,Bosaso,SO,11.2842,49.1816,74.53,74,7,3.22,clear sky
633,Providencia,MX,28.7167,-111.5833,63.21,56,0,12.39,clear sky
634,Brae,GB,60.3964,-1.353,44.91,68,100,34.0,overcast clouds
635,Mandalgovi,MN,45.7625,106.2708,32.65,33,100,14.7,overcast clouds
636,Port Hardy,CA,50.6996,-127.4199,42.44,66,18,5.66,few clouds
637,Kosh-Agach,RU,50.0,88.6667,6.78,63,76,2.1,broken clouds
638,San Rafael,AR,-34.6177,-68.3301,73.09,50,5,13.8,clear sky
639,Isla Vista,US,34.4133,-119.861,61.45,62,0,0.0,clear sky
640,Ekibastuz,KZ,51.6667,75.3667,14.88,71,10,2.68,clear sky
641,Talladega,US,33.4359,-86.1058,33.06,83,0,0.0,clear sky
642,Bambanglipuro,ID,-7.95,110.2833,82.65,70,100,2.21,overcast clouds
643,Ati,TD,13.2154,18.3353,72.46,22,6,11.65,clear sky
644,Biak,ID,-0.9131,122.8766,80.96,76,100,1.97,overcast clouds
645,Kemin,KG,42.7846,75.6892,36.12,61,98,8.32,overcast clouds
646,Manjacaze,MZ,-24.7117,33.8828,69.94,77,4,5.35,clear sky
647,Half Moon Bay,US,37.4636,-122.4286,57.74,67,0,8.05,clear sky
648,Peace River,CA,56.2501,-117.286,10.17,89,11,5.61,few clouds
649,Ganzhou,CN,28.8184,115.4327,62.49,75,100,3.44,overcast clouds
650,Iralaya,HN,15.0,-83.2333,77.58,91,100,11.36,heavy intensity rain
651,Show Low,US,34.2542,-110.0298,29.61,57,0,0.0,clear sky
652,Dreznica,BA,43.5289,17.2819,47.28,95,96,7.2,overcast clouds
653,Sharjah,AE,25.3573,55.4033,76.98,78,0,5.75,clear sky
654,Ust-Nera,RU,64.5667,143.2,-21.14,98,69,5.12,broken clouds
655,Qui Nhon,VN,13.7667,109.2333,80.29,84,100,9.84,overcast clouds
656,Kenai,US,60.5544,-151.2583,32.14,76,0,9.22,clear sky
657,Almaznyy,RU,48.0448,40.045,50.38,95,100,27.67,overcast clouds
658,Hervey Bay,AU,-25.2986,152.8535,73.89,45,0,10.13,clear sky
659,Verkhnevilyuysk,RU,63.4453,120.3167,-12.17,94,22,4.9,few clouds
660,Zhuhai,CN,22.2769,113.5678,83.86,78,0,4.61,clear sky
661,Kamenka,RU,51.3223,42.7678,36.97,100,100,8.19,light rain
662,Ulladulla,AU,-35.35,150.4667,63.59,55,20,9.42,few clouds
663,Lichuan,CN,30.3,108.85,50.25,91,99,1.77,overcast clouds
664,Huilong,CN,31.8111,121.655,64.92,75,60,14.38,broken clouds
665,Esperance,AU,-33.8667,121.9,63.95,44,54,10.67,broken clouds
666,Berga,NO,60.392,5.328,41.9,63,0,2.3,clear sky
667,Pacatuba,BR,-3.9842,-38.6203,80.46,82,28,3.94,scattered clouds
668,Barinas,VE,8.6226,-70.2075,75.24,100,75,1.14,broken clouds
669,Changping,CN,40.2186,116.2197,49.64,37,100,3.47,overcast clouds
670,Isilkul,RU,54.9109,71.2728,-4.11,98,7,1.1,clear sky
671,Urubicha,BO,-15.3833,-62.95,76.8,46,48,1.48,scattered clouds
672,Mbinga,TZ,-10.9333,35.0167,59.68,94,0,1.36,clear sky
673,Carbonia,IT,39.1672,8.5222,65.05,86,34,19.46,scattered clouds
674,Manzhouli,CN,49.6,117.4333,28.02,66,97,5.64,overcast clouds
